state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size,month,week,day_of_week
Oregon,No,Basic,College or Higher,Employed,M,Suburban,Divorced,Personal Auto,Offer4,Call Center,Two-Door Car,Small,2,7,4
Others,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Medsize,1,3,1
Others,No,Extended,College or Higher,Medical Circumstances,F,Suburban,Divorced,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,2,5,4
Oregon,No,Basic,College or Higher,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Medsize,2,7,4
Oregon,No,Basic,College or Higher,Employed,M,Suburban,Married,Special Auto,Offer3,Agent,Two-Door Car,Large,1,4,2
Oregon,No,Basic,College or Higher,Employed,F,Urban,Married,Personal Auto,Offer1,Branch,Luxury,Medsize,1,4,4
Oregon,No,Basic,College or Higher,Employed,M,Suburban,Married,Corporate Auto,Offer1,Agent,Two-Door Car,Small,2,5,6
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,1,1,5
Arizona,No,Basic,College or Higher,Employed,M,Rural,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Large,2,5,3
Others,No,Premium,College or Higher,Medical Circumstances,F,Suburban,Single,Corporate Auto,Offer2,Branch,Four-Door Car,Small,2,6,1
Arizona,No,Basic,College or Higher,Employed,F,Suburban,Single,Personal Auto,Offer3,Branch,Four-Door Car,Medsize,2,5,4
Arizona,No,Basic,College or Higher,Unemployed,M,Suburban,Single,Corporate Auto,Offer4,Branch,Four-Door Car,Small,1,4,6
Oregon,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal Auto,Offer3,Web,Four-Door Car,Medsize,2,7,6
Others,No,Basic,College or Higher,Medical Circumstances,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,1,4,1
Others,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Large,1,4,5
Others,No,Basic,College or Higher,Employed,F,Suburban,Married,Personal Auto,Offer4,Agent,SUV,Medsize,2,7,0
Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,Offer2,Branch,Two-Door Car,Medsize,1,1,4
Oregon,No,Basic,College or Higher,Medical Circumstances,F,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,2,7,2
Arizona,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer3,Web,Four-Door Car,Medsize,1,2,1
Arizona,No,Basic,College or Higher,Employed,M,Rural,Married,Personal Auto,Offer1,Call Center,SUV,Medsize,2,5,5
Oregon,No,Basic,College or Higher,Unemployed,F,Rural,Divorced,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,2,7,5
California,Yes,Extended,College or Higher,Unemployed,F,Suburban,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,2,7,5
Oregon,No,Basic,College or Higher,Employed,M,Rural,Married,Personal Auto,Offer1,Agent,Luxury,Medsize,2,9,0
California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,1,1,1
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer4,Branch,Four-Door Car,Medsize,1,2,0
Oregon,Yes,Basic,College or Higher,Employed,M,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,1,4,4
Arizona,No,Basic,College or Higher,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,2,8,1
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Call Center,Luxury,Medsize,2,5,3
Oregon,No,Basic,College or Higher,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,1,52,5
Others,No,Basic,College or Higher,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,5,0
Arizona,Yes,Basic,College or Higher,Employed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,2,7,4
Others,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer4,Web,Luxury,Small,1,4,0
Oregon,No,Basic,College or Higher,Employed,F,Suburban,Married,Personal Auto,Offer3,Agent,SUV,Medsize,1,2,5
California,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Large,1,52,5
Oregon,Yes,Basic,College or Higher,Medical Circumstances,F,Suburban,Single,Personal Auto,Offer1,Web,Two-Door Car,Medsize,2,5,1
Oregon,No,Extended,College or Higher,Employed,F,Suburban,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,1,3,6
California,No,Extended,College or Higher,Unemployed,F,Suburban,Single,Corporate Auto,Offer2,Agent,Two-Door Car,Small,2,6,0
Others,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Large,1,3,3
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer2,Call Center,SUV,Medsize,2,5,1
Arizona,No,Basic,High School or Below,Employed,M,Urban,Single,Personal Auto,Offer3,Branch,Four-Door Car,Medsize,1,5,0
Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer3,Agent,SUV,Medsize,1,1,5
California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Offer1,Agent,Luxury,Medsize,1,4,5
California,No,Extended,College or Higher,Medical Circumstances,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small,1,1,1
Oregon,No,Basic,College or Higher,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Web,Four-Door Car,Medsize,1,2,1
Oregon,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer4,Call Center,SUV,Small,1,4,6
Others,No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,2,7,0
Arizona,No,Extended,College or Higher,Unemployed,F,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Medsize,2,8,3
California,No,Basic,College or Higher,Employed,M,Rural,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,2,7,1
California,No,Basic,College or Higher,Unemployed,M,Rural,Married,Personal Auto,Offer1,Agent,SUV,Medsize,1,2,3
Oregon,No,Basic,High School or Below,Employed,M,Rural,Single,Personal Auto,Offer2,Branch,SUV,Large,1,3,0
Oregon,No,Premium,High School or Below,Employed,F,Suburban,Married,Special Auto,Offer4,Web,SUV,Medsize,2,6,1
Arizona,No,Basic,College or Higher,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,1,5,0
California,Yes,Extended,College or Higher,Employed,F,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car,Large,1,2,0
Oregon,No,Basic,College or Higher,Employed,M,Rural,Married,Personal Auto,Offer3,Branch,Two-Door Car,Medsize,1,3,0
California,No,Basic,College or Higher,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small,1,4,0
California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer3,Agent,Two-Door Car,Medsize,2,7,4
California,No,Basic,College or Higher,Employed,M,Suburban,Single,Corporate Auto,Offer4,Branch,Luxury,Medsize,1,3,6
Oregon,No,Extended,College or Higher,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Luxury,Medsize,2,7,1
Arizona,No,Basic,College or Higher,Unemployed,M,Rural,Divorced,Personal Auto,Offer4,Branch,Four-Door Car,Medsize,2,6,5
California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer4,Agent,Two-Door Car,Medsize,2,8,1
California,Yes,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,2,6,0
Others,No,Basic,College or Higher,Unemployed,M,Suburban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Medsize,2,8,3
California,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Large,1,1,4
Oregon,No,Basic,College or Higher,Employed,M,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,1,3,0
Oregon,No,Extended,College or Higher,Employed,F,Rural,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Small,2,8,5
Others,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,2,8,5
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize,2,8,6
Others,No,Basic,College or Higher,Employed,F,Suburban,Divorced,Corporate Auto,Offer4,Call Center,Four-Door Car,Small,2,6,4
Others,No,Basic,College or Higher,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Small,2,8,3
California,No,Extended,College or Higher,Medical Circumstances,M,Suburban,Divorced,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,2,7,6
California,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,1,52,5
Oregon,Yes,Basic,College or Higher,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,2,8,3
Others,No,Basic,College or Higher,Employed,M,Rural,Married,Corporate Auto,Offer4,Agent,SUV,Medsize,1,2,6
California,No,Extended,College or Higher,Employed,F,Suburban,Married,Special Auto,Offer3,Agent,SUV,Medsize,2,5,6
Arizona,No,Basic,College or Higher,Employed,M,Suburban,Single,Corporate Auto,Offer1,Call Center,Two-Door Car,Small,1,4,1
California,No,Basic,College or Higher,Employed,M,Urban,Married,Corporate Auto,Offer4,Web,Luxury,Medsize,1,4,0
Oregon,No,Premium,College or Higher,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Luxury,Medsize,2,7,5
Arizona,No,Extended,College or Higher,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Branch,Two-Door Car,Medsize,2,7,1
Arizona,No,Extended,College or Higher,Unemployed,M,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,3,3
Arizona,No,Basic,High School or Below,Medical Circumstances,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Small,1,1,1
Oregon,No,Basic,College or Higher,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Medsize,1,4,3
Others,No,Basic,College or Higher,Employed,M,Urban,Married,Personal Auto,Offer2,Branch,Two-Door Car,Small,1,4,1
California,No,Basic,College or Higher,Medical Circumstances,M,Rural,Married,Special Auto,Offer2,Agent,Two-Door Car,Medsize,1,2,6
Others,Yes,Extended,College or Higher,Unemployed,F,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,1,2,3
California,No,Premium,College or Higher,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize,1,3,0
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer4,Agent,Four-Door Car,Large,1,4,0
Arizona,No,Basic,High School or Below,Medical Circumstances,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,1,3,4
Oregon,No,Basic,College or Higher,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,2,7,0
Others,No,Extended,College or Higher,Employed,M,Suburban,Single,Personal Auto,Offer2,Agent,Luxury,Medsize,1,2,1
California,Yes,Extended,College or Higher,Medical Circumstances,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Small,1,1,2
Oregon,No,Basic,College or Higher,Employed,F,Rural,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,1,3,0
Others,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer2,Call Center,SUV,Medsize,2,7,1
Arizona,No,Extended,College or Higher,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,SUV,Small,1,4,5
Oregon,No,Basic,College or Higher,Unemployed,M,Suburban,Single,Corporate Auto,Offer4,Web,Two-Door Car,Medsize,1,3,6
California,No,Basic,College or Higher,Employed,M,Rural,Married,Personal Auto,Offer3,Agent,SUV,Small,2,7,1
Others,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize,1,1,6
California,Yes,Premium,College or Higher,Medical Circumstances,F,Suburban,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,2,7,2
Arizona,No,Basic,College or Higher,Employed,F,Suburban,Married,Personal Auto,Offer2,Web,SUV,Medsize,2,5,1
Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2,7,1
California,No,Basic,College or Higher,Unemployed,M,Suburban,Single,Special Auto,Offer1,Agent,Four-Door Car,Medsize,1,3,0
California,Yes,Extended,College or Higher,Employed,F,Suburban,Single,Corporate Auto,Offer2,Agent,SUV,Medsize,2,5,3
Arizona,No,Premium,High School or Below,Medical Circumstances,F,Suburban,Married,Corporate Auto,Offer1,Call Center,SUV,Small,1,4,4
Others,No,Basic,College or Higher,Employed,F,Rural,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Small,1,2,2
Arizona,No,Basic,College or Higher,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Web,Luxury,Medsize,1,2,4
Arizona,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer2,Web,SUV,Medsize,1,52,6
Others,No,Extended,College or Higher,Unemployed,F,Suburban,Married,Personal Auto,Offer3,Call Center,SUV,Medsize,1,4,1
Others,No,Basic,College or Higher,Employed,M,Suburban,Married,Special Auto,Offer2,Agent,Luxury,Medsize,1,2,0
Others,No,Basic,College or Higher,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,1,4,6
Arizona,Yes,Basic,College or Higher,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,2,6,1
Oregon,Yes,Basic,College or Higher,Medical Circumstances,F,Suburban,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car,Small,1,4,4
Others,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Large,1,52,6
Oregon,No,Basic,College or Higher,Employed,F,Rural,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,1,3,6
Arizona,No,Basic,College or Higher,Employed,M,Suburban,Single,Special Auto,Offer2,Call Center,Four-Door Car,Medsize,2,5,1
Arizona,No,Basic,College or Higher,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car,Small,2,7,1
Arizona,No,Basic,College or Higher,Employed,F,Suburban,Divorced,Personal Auto,Offer3,Agent,Four-Door Car,Small,1,2,3
Oregon,No,Extended,College or Higher,Employed,F,Rural,Married,Personal Auto,Offer4,Call Center,SUV,Medsize,1,3,4
California,No,Basic,College or Higher,Employed,M,Rural,Divorced,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,1,4,0
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Web,Four-Door Car,Medsize,2,8,6
California,No,Basic,College or Higher,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Small,2,6,3
California,No,Basic,College or Higher,Employed,F,Rural,Married,Personal Auto,Offer3,Branch,SUV,Large,2,7,5
Oregon,No,Basic,College or Higher,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Call Center,Two-Door Car,Small,2,5,1
Arizona,No,Extended,College or Higher,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize,1,52,5
Others,No,Extended,College or Higher,Unemployed,F,Urban,Married,Corporate Auto,Offer4,Branch,Four-Door Car,Medsize,1,3,3
California,No,Basic,College or Higher,Employed,F,Rural,Married,Corporate Auto,Offer3,Call Center,Two-Door Car,Small,1,2,1
Oregon,No,Premium,College or Higher,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car,Medsize,2,8,2
Others,No,Basic,College or Higher,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,2,6,5
Oregon,No,Premium,College or Higher,Employed,F,Suburban,Married,Special Auto,Offer2,Web,Four-Door Car,Small,1,2,4
California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize,2,5,4
California,No,Basic,College or Higher,Employed,M,Urban,Single,Corporate Auto,Offer2,Web,Two-Door Car,Medsize,2,8,4
California,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,1,3,4
California,No,Extended,College or Higher,Employed,M,Rural,Married,Personal Auto,Offer1,Call Center,Luxury,Medsize,2,8,4
California,Yes,Extended,College or Higher,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Large,2,8,5
California,No,Basic,College or Higher,Employed,F,Suburban,Married,Personal Auto,Offer4,Agent,Four-Door Car,Medsize,2,7,1
Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,1,4,5
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Web,Luxury,Medsize,2,8,4
Others,No,Basic,College or Higher,Employed,M,Urban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,1,2,0
Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2,8,2
Arizona,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Branch,Luxury,Medsize,1,1,2
California,No,Basic,College or Higher,Employed,M,Suburban,Married,Corporate Auto,Offer3,Agent,Luxury,Small,2,8,4
California,No,Premium,College or Higher,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,2,8,0
Others,No,Extended,College or Higher,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Branch,SUV,Medsize,2,7,0
Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Offer3,Agent,Two-Door Car,Medsize,2,6,5
California,No,Basic,College or Higher,Employed,M,Urban,Married,Corporate Auto,Offer2,Branch,Four-Door Car,Medsize,1,1,2
Others,No,Extended,College or Higher,Employed,F,Rural,Single,Corporate Auto,Offer3,Agent,Four-Door Car,Large,2,8,5
California,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Offer1,Web,Two-Door Car,Small,2,6,1
Arizona,No,Basic,College or Higher,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Web,Luxury,Large,2,5,2
Oregon,No,Basic,College or Higher,Employed,F,Urban,Married,Personal Auto,Offer1,Branch,SUV,Small,1,2,6
Oregon,No,Extended,College or Higher,Unemployed,F,Rural,Married,Personal Auto,Offer3,Agent,Four-Door Car,Large,1,4,3
Oregon,No,Extended,College or Higher,Unemployed,F,Suburban,Single,Personal Auto,Offer4,Web,Four-Door Car,Medsize,2,8,4
Oregon,Yes,Basic,College or Higher,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,SUV,Medsize,1,2,1
Oregon,No,Extended,College or Higher,Employed,F,Suburban,Single,Personal Auto,Offer2,Web,SUV,Medsize,2,7,5
Others,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,2,5,3
Oregon,No,Extended,High School or Below,Medical Circumstances,M,Suburban,Single,Corporate Auto,Offer2,Branch,Luxury,Medsize,1,3,5
Arizona,No,Extended,College or Higher,Employed,F,Suburban,Divorced,Corporate Auto,Offer3,Branch,Four-Door Car,Medsize,1,5,0
Others,No,Extended,College or Higher,Medical Circumstances,M,Suburban,Divorced,Personal Auto,Offer1,Web,SUV,Large,1,5,0
Others,No,Basic,College or Higher,Unemployed,M,Suburban,Single,Personal Auto,Offer4,Call Center,Two-Door Car,Small,1,4,3
Others,No,Basic,College or Higher,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,SUV,Small,1,3,5
Oregon,No,Extended,College or Higher,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Call Center,SUV,Medsize,2,5,6
California,No,Extended,College or Higher,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,2,8,0
Oregon,Yes,Basic,College or Higher,Retired,F,Urban,Married,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize,1,3,3
California,No,Basic,College or Higher,Employed,M,Suburban,Married,Corporate Auto,Offer1,Web,Luxury,Medsize,2,5,5
Arizona,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer2,Branch,SUV,Large,1,52,6
Oregon,No,Basic,College or Higher,Employed,M,Urban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2,6,2
